strategy,solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,detected_priority,complexity_level,risk_level,gt_weight_surplus_usd,gt_weight_surplus_percentage,gt_weight_gas_cost,gt_weight_protocol_fees,gt_weight_total_hops,gt_weight_protocols_count,gt_weight_estimated_execution_time,gt_weight_solver_reputation_score,gt_weight_solver_success_rate
Gas-Optimized,31400,106503,723568,good_til_cancel,56,2.334564838067169,3,False,True,True,minimize_gas,26.77,60.98,9.66,2.6,False,1,1,stable,stable,736.66,743.15,coingecko,0.859,0.56,44,False,0.844,api,2,0.53,0.0718,0.68,limit_order,cost,moderate,medium,0.1142,0.0965,0.3204,0.0916,0.1073,0.0486,0.0512,0.0862,0.084
Reputation-Trust,14783,160770,1791924,immediate,75,2.6167024505199348,4,True,True,True,balanced,30.68,25.91,2.14,41.27,True,2,1,native,"stable,volatile",9244.26,9332.29,dexscreener,0.961,1.58,26,True,0.956,mobile,2,17.68,0.1913,0.68,swap,output,complex,high,0.1522,0.1092,0.1169,0.0543,0.0564,0.0265,0.1127,0.2113,0.1605
Gas-Optimized,16997,100811,752452,immediate,55,2.396639720692079,3,True,True,True,minimize_gas,18.12,50.03,7.18,24.67,True,1,1,stable,volatile,907.53,899.22,dexscreener,0.95,0.68,27,False,0.886,web,0,0.64,0.07,0.85,limit_order,cost,moderate,medium,0.1256,0.1147,0.262,0.1165,0.1213,0.0727,0.0493,0.0639,0.074
Surplus-First,23741,118855,1649735,good_til_cancel,76,2.9579273824404475,4,False,True,False,maximize_output,71.06,14.14,12.41,2.4,True,1,1,volatile,stable,42945.52,43725.54,coingecko,0.964,2.8,79,False,0.782,telegram,0,61.08,0.1422,0.45,swap,output,moderate,high,0.2856,0.2381,0.054,0.0421,0.0427,0.0434,0.0772,0.1141,0.1028
Reputation-Trust,19986,141018,439003,immediate,46,2.456864026532221,2,False,True,True,balanced,20.09,22.26,3.8,53.84,True,2,2,native,native,638.52,643.71,internal,0.962,1.17,53,True,0.955,api,1,0.5,0.0782,0.39,complex_defi,cost,moderate,medium,0.1192,0.1123,0.1503,0.0573,0.0522,0.0436,0.1282,0.181,0.1559
Gas-Optimized,39850,351414,4844903,good_til_cancel,47,2.177533617549733,3,True,False,True,minimize_gas,24.2,68.75,9.8,-2.75,True,1,1,volatile,native,460.41,450.89,dexscreener,0.859,1.34,33,True,0.773,web,2,0.43,0.0927,0.95,limit_order,cost,moderate,medium,0.1325,0.1082,0.3458,0.1022,0.0798,0.0472,0.0629,0.0751,0.0463
Gas-Optimized,34411,169028,3098213,good_til_cancel,61,2.2374105344779647,2,True,False,True,minimize_gas,26.32,68.22,8.88,-3.42,True,1,1,native,native,242.42,237.21,dexscreener,0.843,1.32,52,False,0.792,web,3,0.3,0.122,0.64,limit_order,cost,moderate,medium,0.1229,0.0865,0.2982,0.1298,0.1058,0.0753,0.0584,0.0768,0.0463
Gas-Optimized,34594,261517,5578186,immediate,45,2.0503299164850075,2,False,True,False,minimize_gas,27.07,54.86,8.36,9.71,False,1,1,stable,volatile,273.36,272.24,coingecko,0.8,0.77,28,False,0.917,telegram,2,0.29,0.1066,0.45,swap,cost,moderate,medium,0.1069,0.0961,0.293,0.1699,0.0811,0.0491,0.0284,0.0909,0.0846
Reputation-Trust,10531,162693,714535,fill_or_kill,45,2.4331959116433257,2,True,True,False,balanced,27.83,20.23,7.02,44.92,True,3,1,"stable,volatile,native",volatile,9303.38,9415.85,coingecko,0.939,2.25,29,False,0.851,web,2,4.53,0.0487,0.63,complex_defi,output,complex,high,0.105,0.1284,0.1216,0.0958,0.0566,0.031,0.1075,0.2074,0.1467
Surplus-First,11438,261394,1016743,immediate,86,2.93565270177845,3,True,True,True,maximize_output,72.24,6.6,10.5,10.66,True,2,2,native,"stable,volatile",48771.98,48359.91,coingecko,0.865,1.7,42,True,0.856,api,0,80.31,0.1647,0.73,complex_defi,output,complex,high,0.3071,0.2024,0.095,0.0423,0.038,0.0346,0.0712,0.0863,0.1231
Reputation-Trust,11578,73780,447126,immediate,60,2.4770324330935787,3,False,False,True,balanced,30.78,28.84,0.6,39.78,True,1,2,"stable,volatile","stable,volatile",6077.2,5957.57,dexscreener,0.931,2.47,56,True,0.921,telegram,6,5.58,0.0918,0.79,complex_defi,output,moderate,high,0.1501,0.0984,0.1132,0.0953,0.0495,0.0552,0.1034,0.1703,0.1646
Gas-Optimized,25729,294126,1399499,immediate,72,2.4291892290383483,2,False,True,True,minimize_gas,22.57,62.24,12.58,2.61,True,1,1,stable,volatile,922.22,898.49,internal,0.817,0.69,58,True,0.792,api,2,0.75,0.0814,0.82,limit_order,cost,moderate,medium,0.1099,0.0906,0.3611,0.0994,0.1187,0.0642,0.0274,0.0736,0.0551
Surplus-First,25188,237324,1240489,good_til_cancel,81,2.7636393555609864,3,False,False,False,maximize_output,68.52,5.4,8.42,17.66,True,2,2,volatile,volatile,21988.24,22150.35,dexscreener,0.959,2.28,48,True,0.838,web,4,16.91,0.0769,0.51,complex_defi,output,moderate,high,0.2631,0.2698,0.0795,0.0433,0.028,0.0228,0.0762,0.0892,0.1281
Surplus-First,24462,203223,1216631,immediate,56,2.867994348816837,3,False,True,False,maximize_output,67.34,13.23,5.42,14.02,False,2,1,"stable,volatile",stable,41252.5,41707.32,coingecko,0.877,2.61,74,False,0.915,telegram,1,84.17,0.204,0.69,swap,output,moderate,high,0.2925,0.2275,0.0678,0.053,0.0222,0.0437,0.0572,0.1063,0.1298
Gas-Optimized,44843,393212,3013090,immediate,55,2.3081924239402265,2,True,False,False,minimize_gas,21.07,56.89,10.91,11.14,True,1,1,stable,native,551.39,547.88,dexscreener,0.838,0.69,31,True,0.914,mobile,1,0.62,0.1124,0.54,swap,cost,moderate,medium,0.1201,0.0833,0.3073,0.1316,0.1476,0.0638,0.0356,0.0502,0.0605
Gas-Optimized,39543,227727,5512071,good_til_cancel,74,2.384136348744767,2,True,True,False,minimize_gas,28.71,59.35,5.37,6.57,True,1,1,volatile,volatile,511.37,497.38,coingecko,0.806,1.42,52,True,0.887,telegram,3,0.72,0.1408,0.64,swap,cost,moderate,medium,0.1225,0.1233,0.3005,0.1254,0.0775,0.0657,0.0531,0.0749,0.0571
Gas-Optimized,26278,318688,4607127,good_til_cancel,60,2.466219449138158,2,False,True,True,minimize_gas,16.89,65.75,8.24,9.13,True,1,1,native,stable,408.94,400.19,dexscreener,0.897,0.94,21,False,0.835,api,3,0.24,0.0595,0.57,limit_order,cost,moderate,medium,0.1449,0.0944,0.2868,0.1201,0.0818,0.0822,0.0631,0.0683,0.0584
Surplus-First,21467,118778,3026901,good_til_cancel,99,2.978642801388184,3,True,True,True,maximize_output,69.41,12.49,5.52,12.58,True,1,1,volatile,"stable,volatile",41828.09,42111.62,internal,0.973,2.2,46,False,0.742,web,1,121.8,0.2912,0.35,limit_order,output,moderate,high,0.2465,0.2256,0.0818,0.076,0.0311,0.0404,0.0525,0.1252,0.1209
Surplus-First,14828,126660,1337732,good_til_cancel,50,2.558365321796284,3,False,False,True,maximize_output,72.91,7.61,9.55,9.93,True,2,1,"stable,volatile",native,35024.84,35293.6,internal,0.976,2.49,54,False,0.883,web,0,73.22,0.209,0.69,complex_defi,output,moderate,high,0.3291,0.2253,0.0601,0.0669,0.0407,0.0201,0.058,0.1136,0.0862
Reputation-Trust,11289,48372,367504,immediate,46,2.6334291385310125,4,True,True,True,maximize_output,25.72,25.69,-4.6,53.19,True,3,1,"stable,volatile,native",stable,8481.15,8551.84,coingecko,0.965,1.8,27,True,0.884,api,3,12.62,0.1488,0.49,complex_defi,output,complex,high,0.1177,0.1369,0.1189,0.0503,0.0541,0.049,0.0772,0.2187,0.1772
Reputation-Trust,19289,48494,710941,good_til_cancel,68,2.677747862669556,3,True,True,False,balanced,31.79,26.64,4.12,37.45,True,2,1,"native,stable",volatile,257.68,254.99,dexscreener,0.913,1.42,47,True,0.931,web,5,0.38,0.1456,0.77,complex_defi,output,complex,medium,0.1523,0.1414,0.084,0.0882,0.0553,0.0432,0.0849,0.1825,0.1682
Reputation-Trust,14456,158215,1743567,immediate,52,2.3310463123802747,2,True,True,False,maximize_output,26.41,25.37,7.6,40.62,True,1,2,"native,stable",volatile,4066.77,4096.82,dexscreener,0.975,1.86,29,True,0.94,web,2,5.56,0.1368,0.57,complex_defi,output,moderate,medium,0.1335,0.12,0.13,0.0772,0.0375,0.0378,0.0978,0.2012,0.165
Surplus-First,21061,127456,3501766,immediate,96,2.8208472271993537,4,False,True,False,maximize_output,67.6,13.33,9.99,9.08,True,1,2,volatile,stable,16828.33,16844.45,coingecko,0.973,2.5,78,True,0.803,mobile,0,38.17,0.2268,0.3,complex_defi,output,moderate,high,0.2924,0.2307,0.0786,0.0616,0.0374,0.0335,0.0723,0.0782,0.1153
Reputation-Trust,15679,54835,1595862,fill_or_kill,70,2.556710532058456,2,False,True,False,balanced,32.54,27.98,-15.21,54.69,True,1,2,stable,stable,7341.85,7272.28,coingecko,0.906,1.57,30,True,0.96,api,1,11.67,0.1589,0.58,complex_defi,output,moderate,high,0.1379,0.0853,0.121,0.0833,0.0447,0.0585,0.1027,0.1853,0.1813
Surplus-First,25835,279658,2141089,immediate,85,2.77561307697882,3,False,True,False,maximize_output,65.94,14.65,13.58,5.84,False,2,2,native,"stable,volatile",7696.15,7656.2,coingecko,0.892,2.04,74,True,0.78,mobile,4,14.99,0.1947,0.35,complex_defi,output,moderate,high,0.2983,0.2607,0.0746,0.0496,0.0202,0.0391,0.0536,0.0911,0.1128
Gas-Optimized,32927,321629,801665,immediate,80,2.4129528160312157,3,False,False,True,minimize_gas,16.71,51.38,9.78,22.12,True,1,1,stable,stable,175.44,174.98,coingecko,0.881,1.38,24,True,0.814,telegram,2,0.13,0.0738,0.95,limit_order,cost,simple,medium,0.1082,0.1014,0.3195,0.1266,0.0826,0.0521,0.0682,0.0737,0.0677
Surplus-First,20885,265097,2026850,good_til_cancel,67,2.5795989214903656,3,False,True,False,maximize_output,77.63,5.25,12.37,4.76,True,1,2,native,native,40633.2,41154.18,coingecko,0.879,2.49,55,False,0.77,web,2,55.99,0.1378,0.55,complex_defi,output,moderate,high,0.2931,0.2621,0.0613,0.0289,0.0427,0.0257,0.0728,0.1372,0.0762
Gas-Optimized,23986,90004,3145494,immediate,64,2.364374114454206,2,False,True,False,minimize_gas,15.75,50.62,5.11,28.51,True,1,1,volatile,stable,50.26,50.7,dexscreener,0.931,0.61,46,True,0.801,web,0,0.03,0.0593,0.56,swap,cost,moderate,medium,0.1388,0.1131,0.3024,0.0926,0.1149,0.0694,0.051,0.041,0.0768
Surplus-First,11959,136798,1970997,good_til_cancel,73,2.6997147191935205,4,False,True,True,maximize_output,79.78,12.15,9.39,-1.32,True,2,1,volatile,native,30545.36,30438.93,dexscreener,0.868,1.86,60,True,0.766,api,5,68.25,0.2234,0.53,complex_defi,output,moderate,high,0.3126,0.2649,0.0645,0.0619,0.0288,0.0322,0.0604,0.0954,0.0793
Gas-Optimized,28388,261292,6143979,good_til_cancel,60,2.364469271996714,3,False,True,True,minimize_gas,16.83,56.27,11.92,14.98,False,1,1,native,volatile,700.06,692.45,internal,0.842,1.07,25,False,0.825,api,1,0.68,0.097,0.64,limit_order,cost,moderate,medium,0.1477,0.1261,0.2727,0.1396,0.0757,0.0679,0.0362,0.0582,0.0759
Reputation-Trust,13832,49299,1290185,good_til_cancel,55,2.547568834636066,3,False,False,True,maximize_output,27.58,28.18,-1.13,45.36,True,1,2,"stable,volatile",volatile,3231.11,3190.32,internal,0.913,2.1,35,False,0.839,mobile,6,5.52,0.1707,0.56,complex_defi,cost,moderate,medium,0.1364,0.1316,0.1312,0.0695,0.0353,0.0536,0.0942,0.1666,0.1816
Reputation-Trust,9590,102760,832316,fill_or_kill,69,2.7727563451466244,2,False,True,True,balanced,22.67,23.07,4.1,50.16,True,3,1,native,"stable,volatile",4715.01,4651.91,internal,0.95,2.47,36,False,0.946,web,6,6.29,0.1334,0.53,complex_defi,cost,moderate,medium,0.13,0.1386,0.1477,0.0905,0.061,0.0553,0.0722,0.1544,0.1503
Reputation-Trust,8327,70145,986060,good_til_cancel,66,2.375518703136263,4,False,True,True,maximize_output,30.92,21.34,11.21,36.53,True,3,1,native,"stable,volatile",6595.67,6596.6,coingecko,0.882,2.46,42,False,0.922,web,6,5.74,0.087,0.55,complex_defi,output,complex,high,0.1423,0.1104,0.1329,0.0634,0.0396,0.0278,0.0981,0.2041,0.1814
Reputation-Trust,15953,162196,609021,fill_or_kill,70,2.515261134242291,4,True,False,False,maximize_output,27.74,21.65,11.25,39.35,True,1,1,native,stable,7146.4,7137.49,coingecko,0.895,2.02,57,True,0.87,mobile,2,9.27,0.1298,0.78,swap,output,moderate,high,0.1083,0.1078,0.1435,0.0639,0.0496,0.0431,0.0989,0.1968,0.1881
Surplus-First,21747,192989,1559108,good_til_cancel,92,2.9382473921710552,3,False,True,False,maximize_output,72.77,9.76,14.41,3.07,True,2,1,native,stable,34472.75,34089.76,coingecko,0.947,1.96,80,False,0.793,api,3,90.6,0.2628,0.54,swap,output,moderate,high,0.2861,0.2113,0.0539,0.0617,0.0346,0.0312,0.0901,0.0872,0.1439
Gas-Optimized,18963,106733,4345438,good_til_cancel,61,2.3308588368541736,3,False,True,True,minimize_gas,16.94,58.05,6.81,18.2,True,1,1,native,volatile,157.07,153.57,internal,0.851,1.3,31,False,0.861,telegram,0,0.06,0.0395,0.87,limit_order,cost,moderate,medium,0.1057,0.08,0.2801,0.1341,0.0997,0.0707,0.0705,0.0862,0.073
Surplus-First,21280,83406,2744134,good_til_cancel,89,2.9932108242453035,4,True,False,True,maximize_output,73.59,14.19,14.37,-2.14,False,1,1,"native,stable",native,39820.16,39198.48,dexscreener,0.963,1.85,74,False,0.856,telegram,3,57.9,0.1454,0.57,limit_order,output,moderate,high,0.2876,0.225,0.054,0.0448,0.0434,0.0411,0.0525,0.1362,0.1154
Surplus-First,23534,118341,3413711,good_til_cancel,98,2.602281052865596,3,False,False,False,maximize_output,68.17,14.69,14.25,2.89,False,1,2,"stable,volatile",stable,11700.52,11751.03,dexscreener,0.944,2.09,77,True,0.83,telegram,3,30.04,0.2568,0.32,complex_defi,output,moderate,high,0.3249,0.2342,0.0649,0.0621,0.0342,0.033,0.0758,0.0776,0.0933
Reputation-Trust,8770,104731,1638366,fill_or_kill,52,2.7212962006099377,4,True,True,True,maximize_output,23.44,19.5,6.06,51.0,True,3,1,native,"stable,volatile",3375.29,3357.5,internal,0.96,1.97,38,False,0.954,api,6,6.58,0.1949,0.63,complex_defi,output,complex,high,0.1063,0.1433,0.1504,0.0541,0.0636,0.0299,0.084,0.2034,0.165
Gas-Optimized,23734,169327,1450704,good_til_cancel,74,2.367476096350671,2,True,True,True,minimize_gas,24.82,56.87,11.95,6.36,False,1,1,volatile,stable,837.31,834.23,dexscreener,0.902,0.9,32,False,0.887,mobile,2,1.2,0.1431,0.98,limit_order,cost,moderate,medium,0.1096,0.1007,0.2915,0.1359,0.0913,0.0601,0.0382,0.0865,0.0862
Surplus-First,10193,152211,1552472,immediate,76,2.769110283805116,3,False,True,False,maximize_output,77.13,12.66,8.8,1.41,False,2,1,"stable,volatile",native,34928.39,35164.33,dexscreener,0.944,2.76,38,True,0.927,web,0,73.59,0.2107,0.37,complex_defi,output,moderate,high,0.2657,0.2238,0.0657,0.0522,0.0298,0.0459,0.0633,0.1452,0.1084
Reputation-Trust,9876,145241,562355,fill_or_kill,47,2.530739812474192,2,False,True,True,balanced,27.13,17.45,11.68,43.73,True,3,1,"native,stable","stable,volatile",525.01,528.9,dexscreener,0.895,1.0,46,True,0.804,web,2,0.31,0.0595,0.56,complex_defi,output,moderate,medium,0.1587,0.1441,0.0923,0.0505,0.0414,0.0446,0.111,0.1662,0.1912
Surplus-First,29703,153838,1922151,good_til_cancel,99,2.9059348542132604,3,True,False,False,maximize_output,73.44,8.53,13.13,4.9,True,2,1,volatile,stable,33744.85,34093.66,internal,0.97,2.04,35,False,0.902,mobile,1,99.56,0.295,0.78,swap,output,moderate,high,0.254,0.2652,0.0779,0.0369,0.0236,0.0407,0.0637,0.1286,0.1094
Gas-Optimized,33638,97450,1881028,immediate,56,2.4609198874813654,3,True,True,True,minimize_gas,18.16,53.78,8.18,19.88,False,1,1,native,stable,778.45,784.58,dexscreener,0.81,0.78,32,False,0.862,api,0,1.04,0.1333,0.44,limit_order,cost,moderate,medium,0.1072,0.1049,0.3188,0.0999,0.1322,0.0474,0.0576,0.0632,0.0688
Surplus-First,17052,95181,2825576,good_til_cancel,87,2.679532581111028,3,False,True,False,maximize_output,60.89,5.37,6.42,27.32,False,2,1,"stable,volatile","stable,volatile",33299.54,32744.44,dexscreener,0.938,2.91,39,True,0.718,api,5,74.66,0.2242,0.4,complex_defi,output,moderate,high,0.2778,0.2402,0.0685,0.0347,0.0405,0.0268,0.0811,0.0966,0.1338
Reputation-Trust,9670,77819,1718549,good_til_cancel,72,2.76880839636191,4,False,True,False,maximize_output,28.52,26.17,-7.15,52.47,True,2,1,native,stable,7921.97,8032.16,internal,0.906,1.42,37,True,0.883,web,5,10.91,0.1377,0.51,complex_defi,output,moderate,high,0.1626,0.1308,0.0995,0.0605,0.0375,0.0619,0.1064,0.1771,0.1637
Gas-Optimized,32770,377666,5960510,good_til_cancel,44,2.4914068026675604,2,False,True,True,minimize_gas,26.48,57.23,7.89,8.41,False,1,1,stable,stable,742.7,743.15,internal,0.818,1.65,54,False,0.837,api,2,0.91,0.1221,0.61,limit_order,cost,moderate,medium,0.0951,0.0819,0.3375,0.1273,0.0865,0.0451,0.0671,0.08,0.0795
Reputation-Trust,14451,70493,986299,good_til_cancel,71,2.476161571014087,4,True,False,True,maximize_output,20.04,25.89,18.81,35.26,True,2,1,"native,stable",stable,5933.26,5893.8,dexscreener,0.974,1.57,39,False,0.872,web,5,8.59,0.1448,0.41,swap,cost,moderate,high,0.1533,0.1159,0.1141,0.0557,0.0398,0.0409,0.1152,0.2007,0.1644
Gas-Optimized,29044,221424,1741746,good_til_cancel,68,2.3263513255580066,3,False,True,False,minimize_gas,29.96,66.68,9.49,-6.12,True,1,1,volatile,stable,577.25,581.71,coingecko,0.909,1.95,45,False,0.821,mobile,2,0.57,0.0985,0.53,swap,cost,moderate,medium,0.1198,0.1099,0.323,0.1251,0.0913,0.0704,0.0265,0.0532,0.0808
Reputation-Trust,10444,110814,1305522,fill_or_kill,71,2.435731760522989,4,True,True,False,balanced,34.66,25.41,1.73,38.2,True,2,1,native,native,345.17,338.77,internal,0.964,2.31,59,True,0.911,telegram,6,0.33,0.0947,0.64,swap,output,complex,medium,0.1613,0.1357,0.1235,0.0561,0.0524,0.0252,0.0716,0.1718,0.2024
Surplus-First,19195,285106,887209,good_til_cancel,66,2.866772308522224,3,True,True,True,maximize_output,71.03,6.76,11.07,11.14,False,1,1,"native,stable",native,15620.85,15648.02,internal,0.911,2.66,53,False,0.756,api,1,25.96,0.1662,0.56,limit_order,output,moderate,high,0.2722,0.2353,0.0782,0.0681,0.0416,0.0361,0.0548,0.1091,0.1046
Gas-Optimized,39869,392104,3753503,good_til_cancel,63,2.1160445771225653,2,False,False,True,minimize_gas,17.7,67.46,8.27,6.58,False,1,1,stable,stable,437.77,431.18,dexscreener,0.936,0.51,44,False,0.758,web,3,0.22,0.0507,0.64,limit_order,cost,simple,medium,0.1055,0.1222,0.2985,0.0977,0.1037,0.0726,0.0552,0.0633,0.0813
Surplus-First,14953,283715,3194638,good_til_cancel,95,2.5252110210308136,4,False,True,True,maximize_output,75.39,12.7,10.57,1.34,True,1,1,volatile,stable,39351.85,39935.62,dexscreener,0.87,1.94,58,False,0.883,web,1,83.34,0.2118,0.47,limit_order,output,moderate,high,0.2509,0.2709,0.0684,0.0483,0.041,0.026,0.086,0.0988,0.1097
Surplus-First,21457,217919,3048145,good_til_cancel,68,2.5648581221927844,4,False,True,True,maximize_output,62.53,6.81,5.44,25.22,True,2,1,"stable,volatile",native,4292.28,4360.55,coingecko,0.908,1.95,53,False,0.917,mobile,4,11.73,0.2732,0.46,swap,output,moderate,high,0.2437,0.2769,0.0814,0.0583,0.0271,0.0249,0.0543,0.1416,0.0918
Surplus-First,29298,271226,2963100,immediate,50,2.6258738888597497,4,False,False,True,maximize_output,74.4,9.43,11.43,4.75,False,2,2,native,native,45296.95,45962.38,coingecko,0.894,2.52,62,False,0.856,web,1,77.86,0.1719,0.46,complex_defi,output,moderate,high,0.3217,0.2288,0.0539,0.0308,0.0305,0.027,0.0891,0.1028,0.1154
Surplus-First,12430,177958,2253846,immediate,58,2.938980075825206,3,True,False,True,maximize_output,71.5,6.25,8.17,14.08,True,1,2,volatile,volatile,20766.96,20619.65,internal,0.879,2.92,63,False,0.911,api,1,43.35,0.2088,0.58,complex_defi,output,moderate,high,0.2592,0.2275,0.0758,0.0545,0.0248,0.0477,0.057,0.1246,0.1289
Gas-Optimized,37501,322690,5830566,immediate,76,2.387522182601615,3,False,True,True,minimize_gas,25.19,50.49,10.15,14.17,False,1,1,stable,stable,307.47,303.1,coingecko,0.808,1.31,56,True,0.821,api,3,0.11,0.0372,0.46,limit_order,cost,moderate,medium,0.1033,0.1175,0.3065,0.1271,0.089,0.0525,0.0451,0.0791,0.0799
Gas-Optimized,34627,363289,3012795,immediate,44,2.216370763629011,2,True,True,True,minimize_gas,26.33,62.92,6.57,4.17,True,1,1,volatile,stable,894.31,880.7,internal,0.842,1.48,41,False,0.892,telegram,2,1.17,0.1312,0.68,limit_order,cost,moderate,medium,0.1146,0.1097,0.3166,0.1214,0.0983,0.0694,0.0495,0.0736,0.0469
Reputation-Trust,17630,88992,874436,good_til_cancel,48,2.380397631044534,2,True,False,True,balanced,27.07,25.55,3.69,43.69,True,3,2,"stable,volatile,native","stable,volatile",7994.97,7954.79,internal,0.956,2.31,44,True,0.901,api,5,11.19,0.14,0.64,complex_defi,output,moderate,high,0.1594,0.1169,0.1277,0.0473,0.0489,0.0407,0.0922,0.1605,0.2064
Gas-Optimized,18326,296386,7156632,good_til_cancel,69,2.0441922472016025,2,False,False,True,minimize_gas,25.11,67.21,10.0,-2.32,False,1,1,stable,native,141.37,137.46,dexscreener,0.825,1.75,20,True,0.797,api,3,0.2,0.1447,0.94,limit_order,cost,simple,medium,0.0971,0.1365,0.3239,0.1167,0.0904,0.0541,0.0345,0.0615,0.0853
Surplus-First,10166,169516,485489,good_til_cancel,80,2.866738150896901,3,False,False,False,maximize_output,78.55,14.46,14.14,-7.15,True,2,2,volatile,stable,11509.13,11536.05,coingecko,0.94,2.11,43,True,0.79,mobile,5,34.5,0.2997,0.31,complex_defi,output,moderate,high,0.3038,0.2072,0.0699,0.0561,0.0359,0.0472,0.0701,0.086,0.1238
Surplus-First,23879,277408,1460480,good_til_cancel,50,2.666778269302544,3,False,True,False,maximize_output,65.02,14.08,5.51,15.39,False,1,1,stable,volatile,25517.75,25564.28,dexscreener,0.926,1.72,38,True,0.777,web,2,26.16,0.1025,0.42,swap,output,moderate,high,0.23,0.2457,0.0833,0.0445,0.0341,0.0218,0.0853,0.1242,0.1311
Surplus-First,15358,279585,1384898,good_til_cancel,68,2.513725244948885,3,True,True,True,maximize_output,77.41,10.87,8.5,3.22,True,1,2,"stable,volatile",stable,9290.39,9425.9,internal,0.851,2.87,71,True,0.85,web,1,10.51,0.1131,0.7,complex_defi,output,complex,high,0.2611,0.276,0.0764,0.0476,0.0291,0.0283,0.0582,0.1048,0.1185
Surplus-First,18487,126940,2831752,good_til_cancel,58,2.5595952184581767,4,False,False,False,maximize_output,67.24,6.99,14.71,11.05,True,1,2,stable,"stable,volatile",11770.27,12003.63,internal,0.964,1.99,64,False,0.771,api,5,7.86,0.0668,0.34,complex_defi,output,moderate,high,0.2574,0.2542,0.0553,0.0377,0.0352,0.0452,0.0782,0.1121,0.1247
Surplus-First,12212,63615,1399684,good_til_cancel,52,2.9612896444665973,4,False,False,False,maximize_output,79.09,12.7,5.17,3.04,False,1,1,native,stable,38254.93,37964.05,internal,0.97,2.96,39,False,0.798,web,2,85.95,0.2247,0.66,swap,output,moderate,high,0.3195,0.1964,0.0518,0.0494,0.0321,0.0365,0.0625,0.1259,0.1259
